ROW_ID,ITEMID,VPICU VARIABLE,LABEL,CATEGORY,UNITNAME,ABBREVIATION,DBSOURCE,LINKSTO,PARAM_TYPE,CONCEPTID,Msmts / hour,Total msmts,Patients with >1 msmt,% patients 100% missing,Mean,Stddev
12628,80289,80289,,MORAXELLA CATARRHALIS,ORGANISM,,,hospital,microbiologyevents,,,,,,,,
12612,80273,80273,,"""MORAXELLA CATARRHALIS"," PRESUMPTIVE IDENTIFICATION""",ORGANISM,,,hospital,microbiologyevents,,,,,,,,
12492,80153,80153,,MORAXELLA OSLOENSIS,ORGANISM,,,hospital,microbiologyevents,,,,,,,,
12370,80031,80031,,MORAXELLA SPECIES,ORGANISM,,,hospital,microbiologyevents,,,,,,,,
12357,80018,80018,,MORGANELLA MORGANII,ORGANISM,,,hospital,microbiologyevents,,,,,,,,
1090,3513,3513,,Moro Reflex,,,,carevue,chartevents,,,,,,,,
13754,225154,225154,,Morphine Sulfate,Medications,mg,Morphine Sulfate,metavision,inputevents_mv,Solution,,,,,,,
3206,1813,1813,,Morphine Sulfate,,,,carevue,chartevents,,,,,,,,
5418,30126,30126,,Morphine Sulfate,,,,carevue,inputevents_cv,,,,,,,,
14591,227120,227120,,Motor Deficit,Pain/Sedation,,Motor Deficit,metavision,,Text,,,,,,,
417,453,453,,Motor Deficits,,,,carevue,chartevents,,,,,,,,
15531,228404,228404,,Motor L Arm,Neurological,,Motor L Arm,metavision,,Text,,,,,,,
15532,228405,228405,,Motor L Leg,Neurological,,Motor L Leg,metavision,,Text,,,,,,,
15533,228406,228406,,Motor R Arm,Neurological,,Motor R Arm,metavision,,Text,,,,,,,
15534,228407,228407,,Motor R Leg,Neurological,,Motor R Leg,metavision,,Text,,,,,,,
418,454,454,,Motor Response,,,,carevue,chartevents,,,,,,,,
1091,3514,3514,,Mottles,,,,carevue,chartevents,,,,,,,,
3204,1811,1811,,Mouth Care,,,,carevue,chartevents,,,,,,,,
3532,2405,2405,,mouth flap color,,,,carevue,chartevents,,,,,,,,
3533,2406,2406,,mouth flap pulse,,,,carevue,chartevents,,,,,,,,
13674,225294,225294,,Mouth Opening (Intubation),Intubation,,Mouth Opening (Intubation),metavision,,Text,,,,,,,
4234,6503,6503,,moves legs well,,,,carevue,chartevents,,,,,,,,
14044,225886,225886,,Moxifloxacin,Antibiotics,dose,Moxifloxacin,metavision,inputevents_mv,Solution,,,,,,,
3101,1652,1652,,MP boots,,,,carevue,chartevents,,,,,,,,
3260,1896,1896,,MPB,,,,carevue,chartevents,,,,,,,,
1082,3498,3498,,MRI,,,,carevue,chartevents,,,,,,,,
12337,70091,70091,,MRSA SCREEN,SPECIMEN,,,hospital,microbiologyevents,,,,,,,,
7802,42708,42708,,ms04 pca,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
2350,8000,8000,,Mucamyst,,,,carevue,chartevents,,,,,,,,
9755,45369,45369,,Mucamyst iv.,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9833,45481,45481,,Mucamyst.,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
3077,1627,1627,,Muco lavg,,,,carevue,chartevents,,,,,,,,
4148,6332,6332,,mucocous fstula,,,,carevue,chartevents,,,,,,,,
8390,44668,44668,,mucomist,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
8457,44936,44936,,mucomist 10000/250,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
6494,41848,41848,,Mucomyst,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
8791,43683,43683,,mucomyst,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9271,46065,46065,,MUCOMYST,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
1254,1108,1108,,mucomyst,,,,carevue,chartevents,,,,,,,,
3404,2110,2110,,Mucomyst,,,,carevue,chartevents,,,,,,,,
4047,8289,8289,,Mucomyst       mg/hr,,,,carevue,chartevents,,,,,,,,
4496,7062,7062,,Mucomyst mcg/kg/min,,,,carevue,chartevents,,,,,,,,
4382,6806,6806,,Mucomyst mg/hr,,,,carevue,chartevents,,,,,,,,
4744,7654,7654,,mucomyst mg/hr,,,,carevue,chartevents,,,,,,,,
4533,7132,7132,,mucomyst mg/kg/hr,,,,carevue,chartevents,,,,,,,,
12449,80110,80110,,MUCOR SP.,ORGANISM,,,hospital,microbiologyevents,,,,,,,,
10429,46673,46673,,Mucos fistula,,,,carevue,outputevents,,,,,,,,
9355,46179,46179,,mucous bag,,,,carevue,inputevents_cv,,,,,,,,
1860,5757,5757,,mucous fistula,,,,carevue,chartevents,,,,,,,,
11830,43840,43840,,MUCOUS FISTULA,,,,carevue,outputevents,,,,,,,,
9119,44133,44133,,mucous fistula,,,,carevue,outputevents,,,,,,,,
9686,45283,45283,,Mucous fistula,,,,carevue,outputevents,,,,,,,,
2342,7976,7976,,mucous fistula L,,,,carevue,chartevents,,,,,,,,
4431,6922,6922,,mucous fistula stoma,,,,carevue,chartevents,,,,,,,,
8971,43932,43932,,MUCOUS FISTULA(LOWER,,,,carevue,outputevents,,,,,,,,
1823,5719,5719,,mucumyst,,,,carevue,chartevents,,,,,,,,
5573,40366,40366,,mucus fistula,,,,carevue,outputevents,,,,,,,,
11259,42956,42956,,mucus stoma,,,,carevue,inputevents_cv,,,,,,,,
1218,1061,1061,,mulitpodis boots,,,,carevue,chartevents,,,,,,,,
4052,8304,8304,,mulitpodus,,,,carevue,chartevents,,,,,,,,
4470,7004,7004,,mulitpodus boots,,,,carevue,chartevents,,,,,,,,
4028,8233,8233,,multi drsg changes,,,,carevue,chartevents,,,,,,,,
13072,224263,224263,,Multi Lumen,Access Lines - Invasive,None,Multi Lumen,metavision,procedureevents_mv,Process,,,,,,,
13070,224261,224261,,Multi Lumen Cap Change,Access Lines - Invasive,,Multi Lumen Cap Change,metavision,datetimeevents,Date time,,,,,,,
13071,224262,224262,,Multi Lumen Change over Wire Date,Access Lines - Invasive,,Multi Lumen Change over Wire Date,metavision,datetimeevents,Date time,,,,,,,
13084,224279,224279,,Multi Lumen Dressing Change,Access Lines - Invasive,,Multi Lumen Dressing Change,metavision,datetimeevents,Date time,,,,,,,
14624,227293,227293,,Multi Lumen Dressing Occlusive,Access Lines - Invasive,,Multi Lumen Dressing Occlusive,metavision,chartevents,Checkbox,,,,,,,
14206,225780,225780,,Multi Lumen Dressing Type,Access Lines - Invasive,,Multi Lumen Dressing Type,metavision,,Text,,,,,,,
13085,224280,224280,,Multi Lumen Insertion Date,Access Lines - Invasive,,Multi Lumen Insertion Date,metavision,datetimeevents,Date time,,,,,,,
14171,225744,225744,,Multi Lumen Line Discontinued,Access Lines - Invasive,,Multi Lumen Line Discontinued,metavision,,Text,,,,,,,
14156,225729,225729,,Multi Lumen Line Tip Cultured,Access Lines - Invasive,,Multi Lumen Line Tip Cultured,metavision,chartevents,Checkbox,,,,,,,
14251,226113,226113,,Multi Lumen placed in outside facility,Access Lines - Invasive,,Multi Lumen placed in outside facility,metavision,chartevents,Checkbox,,,,,,,
14888,227756,227756,,Multi Lumen Placement Confirmed by X-ray,Access Lines - Invasive,,Multi Lumen Placement Confirmed by X-ray,metavision,,Text,,,,,,,
13086,224281,224281,,Multi Lumen Site Appear,Access Lines - Invasive,,Multi Lumen Site Appear,metavision,,Text,,,,,,,
13087,224282,224282,,Multi Lumen Tubing Change,Access Lines - Invasive,,Multi Lumen Tubing Change,metavision,datetimeevents,Date time,,,,,,,
13088,224283,224283,,Multi Lumen Waveform Appear,Access Lines - Invasive,,Multi Lumen Waveform Appear,metavision,,Text,,,,,,,
13792,225206,225206,,Multi Lumen Zero/Calibrate,Access Lines - Invasive,,Multi Lumen Zero/Calibrate,metavision,chartevents,Checkbox,,,,,,,
3222,1839,1839,,Multi podis boot,,,,carevue,chartevents,,,,,,,,
4483,7031,7031,,multi podis boot,,,,carevue,chartevents,,,,,,,,
3054,1603,1603,,multi podis boots,,,,carevue,chartevents,,,,,,,,
1762,5655,5655,,Multi podis Boots,,,,carevue,chartevents,,,,,,,,
4185,6408,6408,,Multi podis boots,,,,carevue,chartevents,,,,,,,,
1362,1353,1353,,multi podus,,,,carevue,chartevents,,,,,,,,
4240,6515,6515,,Multi podus boot,,,,carevue,chartevents,,,,,,,,
3131,1682,1682,,multi podus boots,,,,carevue,chartevents,,,,,,,,
898,3264,3264,,MULTI PODUS SPLINTS,,,,carevue,chartevents,,,,,,,,
3201,1791,1791,,multi-podis boot,,,,carevue,chartevents,,,,,,,,
1273,1133,1133,,Multi-podis boots,,,,carevue,chartevents,,,,,,,,
1756,5648,5648,,multi-podis boots,,,,carevue,chartevents,,,,,,,,
4413,6871,6871,,Multi-Podis boots,,,,carevue,chartevents,,,,,,,,
1952,5852,5852,,Multi-Podus,,,,carevue,chartevents,,,,,,,,
3733,2701,2701,,multi-podus boots,,,,carevue,chartevents,,,,,,,,
1092,3516,3516,,Multi-Vitamins,,,,carevue,chartevents,,,,,,,,
4201,6430,6430,,Multipodis Boot,,,,carevue,chartevents,,,,,,,,
3244,1870,1870,,multipodis boots,,,,carevue,chartevents,,,,,,,,
3263,1900,1900,,MULTIPODIS BOOTS,,,,carevue,chartevents,,,,,,,,
4270,6593,6593,,Multipodis Boots,,,,carevue,chartevents,,,,,,,,
3617,2524,2524,,multipodis splints,,,,carevue,chartevents,,,,,,,,
4450,6948,6948,,Multipodos,,,,carevue,chartevents,,,,,,,,
827,3169,3169,,multipodous boots,,,,carevue,chartevents,,,,,,,,
3426,2143,2143,,multipodus,,,,carevue,chartevents,,,,,,,,
4215,6458,6458,,Multipodus,,,,carevue,chartevents,,,,,,,,
1263,1118,1118,,multipodus boot,,,,carevue,chartevents,,,,,,,,
3442,2209,2209,,MULTIPODUS BOOT,,,,carevue,chartevents,,,,,,,,
2364,8035,8035,,MultiPodus Boot,,,,carevue,chartevents,,,,,,,,
3514,2377,2377,,MULTIPODUS BOOT RT,,,,carevue,chartevents,,,,,,,,
1422,1418,1418,,multipodus boots,,,,carevue,chartevents,,,,,,,,
3180,1735,1735,,Multipodus boots,,,,carevue,chartevents,,,,,,,,
3447,2236,2236,,MULTIPODUS BOOTS,,,,carevue,chartevents,,,,,,,,
1931,5828,5828,,Multipodus Boots,,,,carevue,chartevents,,,,,,,,
3655,2583,2583,,Multipodus boots.,,,,carevue,chartevents,,,,,,,,
3661,2592,2592,,MULTIPODUS SPLINT,,,,carevue,chartevents,,,,,,,,
1393,1384,1384,,MultiPodus Splints,,,,carevue,chartevents,,,,,,,,
1396,1387,1387,,Multipodus Splints,,,,carevue,chartevents,,,,,,,,
1872,5769,5769,,multipodus splints,,,,carevue,chartevents,,,,,,,,
10361,46593,46593,,"""MULTIVIT """"BANANA""""BAG""",Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
10643,41568,41568,,Multivitamin,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
8028,43007,43007,,MultiVitamin,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
4790,7785,7785,,Multivitamin,,,,carevue,chartevents,,,,,,,,
11755,46577,46577,,MULTIVITAMIN BAG,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
11435,44998,44998,,multivitamin IV,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
14006,225830,225830,,Multivitamins,Fluids/Intake,mL,Multivitamins,metavision,inputevents_mv,Solution,,,,,,,
7877,42805,42805,,multivitamins,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
2352,8010,8010,,multivitamins,,,,carevue,chartevents,,,,,,,,
885,3246,3246,,MULTPODIS SPLINT,,,,carevue,chartevents,,,,,,,,
2143,5435,5435,,mupirocin ointment,,,,carevue,chartevents,,,,,,,,
2145,5441,5441,,mupricin,,,,carevue,chartevents,,,,,,,,
1093,3517,3517,,Murmur Description,,,,carevue,chartevents,,,,,,,,
1094,3518,3518,,Murmur Intensity,,,,carevue,chartevents,,,,,,,,
13236,224675,224675,,Muscle Aches,Toxicology,,Muscle Aches,metavision,,Text,,,,,,,
1095,3519,3519,,Muscle Tone,,,,carevue,chartevents,,,,,,,,
1096,3520,3520,,Muscular Abnormality,,,,carevue,chartevents,,,,,,,,
8352,44605,44605,,mushroom cath,,,,carevue,inputevents_cv,,,,,,,,
8511,45021,45021,,Mushroom cath,,,,carevue,inputevents_cv,,,,,,,,
1903,5800,5800,,mushroom catheter,,,,carevue,chartevents,,,,,,,,
11311,44379,44379,,Mushroom catheter,,,,carevue,inputevents_cv,,,,,,,,
8455,44934,44934,,mushroom catheter,,,,carevue,inputevents_cv,,,,,,,,
894,3259,3259,,mv,,,,carevue,chartevents,,,,,,,,
2486,6078,6078,,MV,,,,carevue,chartevents,,,,,,,,
1861,5758,5758,,MV hi,,,,carevue,chartevents,,,,,,,,
1948,5847,5847,,MV Hi,,,,carevue,chartevents,,,,,,,,
2482,6073,6073,,MV HI,,,,carevue,chartevents,,,,,,,,
2502,6096,6096,,MV-HI,,,,carevue,chartevents,,,,,,,,
1691,4898,4898,,MVI,,,,carevue,chartevents,,,,,,,,
5102,30028,30028,,MVI,,,,carevue,inputevents_cv,,,,,,,,
8458,44937,44937,,MVI bag,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
10188,45956,45956,,"""mvi",thiam," folic d5w""",Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
3450,2265,2265,,MVO2,,,,carevue,chartevents,,,,,,,,
4449,6947,6947,,mvo2,,,,carevue,chartevents,,,,,,,,
12469,80130,80130,,MYCELIA STERILIA,ORGANISM,,,hospital,microbiologyevents,,,,,,,,
12497,80158,80158,,MYCOBACTERIUM AVIUM COMPLEX,ORGANISM,,,hospital,microbiologyevents,,,,,,,,
12434,80095,80095,,MYCOBACTERIUM FORTUITUM,ORGANISM,,,hospital,microbiologyevents,,,,,,,,
12432,80093,80093,,MYCOBACTERIUM GORDONAE,ORGANISM,,,hospital,microbiologyevents,,,,,,,,
12408,80069,80069,,MYCOBACTERIUM TUBERCULOSIS,ORGANISM,,,hospital,microbiologyevents,,,,,,,,
12498,80159,80159,,MYCOBACTERIUM TUBERCULOSIS COMPLEX,ORGANISM,,,hospital,microbiologyevents,,,,,,,,
6225,41668,41668,,mycomust,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
4385,6812,6812,,myconazole,,,,carevue,chartevents,,,,,,,,
1711,4946,4946,,Myconazole Pdr.,,,,carevue,chartevents,,,,,,,,
4261,6577,6577,,Myconizol Powder,,,,carevue,chartevents,,,,,,,,
1674,4860,4860,,Myconizole powder,,,,carevue,chartevents,,,,,,,,
12638,80299,80299,,MYCOPLASMA HOMINIS,ORGANISM,,,hospital,microbiologyevents,,,,,,,,
4580,7253,7253,,mycostatin powder,,,,carevue,chartevents,,,,,,,,
1660,4822,4822,,Mylanta,,,,carevue,chartevents,,,,,,,,
1550,4615,4615,,Mylicon,,,,carevue,chartevents,,,,,,,,
1097,3521,3521,,Myoclonic Jerks,,,,carevue,chartevents,,,,,,,,
10125,45871,45871,,N-acetylcysteine,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
3689,2643,2643,,N.O.,,,,carevue,chartevents,,,,,,,,
5427,30140,30140,,N/A,,,,carevue,inputevents_cv,,,,,,,,
9507,46390,46390,,N/S  K PHOS 30MMOL,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
12036,46356,46356,,N/S + K 40 MEQ,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
10257,46054,46054,,N/S + KPO4,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
12064,46427,46427,,N/S + VINCRISTINE,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9283,46077,46077,,N/S +15 MMOL Na phos,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9292,46086,46086,,N/S +30MMOL KPO4,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9530,46428,46428,,N/S +ETOPOSIDE,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9328,46138,46138,,N/S +KCL 20MEQ,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9273,46067,46067,,N/S +KCL 40MEQ,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
8701,44894,44894,,N/s 500 ml bolus,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
8688,44881,44881,,N/S WITH 40MEQ OF KL,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9274,46068,46068,,N/S+KPO4 15MMOL,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9981,45673,45673,,NA ACETATE,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9535,46433,46433,,Na Acetate,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9703,45300,45300,,Na Acetate +.05 hep,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9450,46299,46299,,NA Acetate 0.5U hep.,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9729,45329,45329,,NA ACETATE W/ HEP,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9491,46363,46363,,na acetate w/ hep,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
10250,46047,46047,,NA Acetate w/Heparin,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9536,46434,46434,,Na Acetate with hep,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
12050,46392,46392,,NA Acetate/H2O,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
8354,44609,44609,,Na Acetate/Heparin,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9998,45690,45690,,NA ACETATE+HEP+H2O,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
5769,40611,40611,,NA BICARB,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
8516,45029,45029,,na bicarb,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9742,45350,45350,,NA bicarb,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
12190,45584,45584,,NA Bicarb,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
3964,4297,4297,,Na bicarb,,,,carevue,chartevents,,,,,,,,
1102,3528,3528,,Na Bicarbonate,,,,carevue,chartevents,,,,,,,,
2733,5215,5215,,Na Cl supps,,,,carevue,chartevents,,,,,,,,
6547,41906,41906,,NA PHOS,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
11597,42282,42282,,na phos,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
7647,42490,42490,,Na Phos,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
8528,45047,45047,,NA Phos,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9764,45382,45382,,NA phos,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
14010,225835,225835,,Na Phos,Medications,mmol,Na Phos,metavision,inputevents_mv,Solution,,,,,,,
9706,45303,45303,,NA PHOS  0mmol,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9741,45348,45348,,NA PHOS (15MMOL),Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
8065,43056,43056,,NA PHOS 15MMOL,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
8641,44805,44805,,NA PHOS 30 MMO;,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
7821,42737,42737,,NA PHOS 30MMOL,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
8943,43889,43889,,NA PHOS IN NSS,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
11267,43036,43036,,na phosp 15 mmol,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
5758,40595,40595,,na phosphate,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
5910,40794,40794,,Na Phosphate,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
8934,43875,43875,,NA PHOSPHATE,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
8161,44339,44339,,NA phosphate,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
11344,44469,44469,,NA Phosphate,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9643,45224,45224,,NA PHOSPHATE 15MMOL,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9644,45226,45226,,NA Phosphate 30mmol,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9850,45498,45498,,NA PHOSPHATE 30MMOL,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
8969,43930,43930,,na phosphate in ns,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
8990,43951,43951,,NA POSPHATE,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
1497,4508,4508,,Na supp,,,,carevue,chartevents,,,,,,,,
2735,5220,5220,,Na Supps,,,,carevue,chartevents,,,,,,,,
2171,5515,5515,,Na supps,,,,carevue,chartevents,,,,,,,,
7564,42387,42387,,NA+ ACETATE,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9018,43979,43979,,na+ phosphate,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9693,45290,45290,,na+phos 15mmol,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
8410,44697,44697,,NaAc w/hep/UAC,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9726,45325,45325,,NaAc+NaCl+H20,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
8353,44607,44607,,NaAc7.5 st. water,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9723,45320,45320,,NaAce+1/2Hep,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9462,46318,46318,,NaAcetate in H2O,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9884,45543,45543,,NaAcetate via UAC,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9996,45688,45688,,NaAcetate+H2O+ Hep,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9310,46110,46110,,naAcetate7.7mEq,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
7587,42416,42416,,nabicarb 250/1000,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
2251,4231,4231,,NaCl,,,,carevue,chartevents,,,,,,,,
4068,8344,8344,,nacl,,,,carevue,chartevents,,,,,,,,
13759,225159,225159,,NaCl 0.45%,Fluids/Intake,mL,NaCl 0.45%,metavision,inputevents_mv,Solution,,,,,,,
13758,225158,225158,,NaCl 0.9%,Fluids/Intake,mL,NaCl 0.9%,metavision,inputevents_mv,Solution,,,,,,,
15472,228341,228341,,NaCl 23.4%,Fluids/Intake,mL,NaCl 23.4%,metavision,inputevents_mv,Solution,,,,,,,
13760,225161,225161,,NaCl 3% (Hypertonic Saline),Fluids/Intake,mL,NaCl 3% (Hypertonic Saline),metavision,inputevents_mv,Solution,,,,,,,
11717,46027,46027,,NaCl 500+Kcl 40,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
2731,5213,5213,,NaCl supp,,,,carevue,chartevents,,,,,,,,
4471,7009,7009,,Nacl supp,,,,carevue,chartevents,,,,,,,,
2695,5099,5099,,NaCl Supps,,,,carevue,chartevents,,,,,,,,
2738,5229,5229,,NACL SUPPS,,,,carevue,chartevents,,,,,,,,
14045,225888,225888,,Nafcillin,Antibiotics,dose,Nafcillin,metavision,inputevents_mv,Solution,,,,,,,
10799,41983,41983,,NAHCO3,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
11377,44602,44602,,NaHCO3,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
4029,8235,8235,,naHCO3,,,,carevue,chartevents,,,,,,,,
10202,45979,45979,,NaHcO3 150meq in D5W,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
7532,42337,42337,,NAHCO3- CC/HR,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
3573,2468,2468,,NAHCO3- MEQ/HR,,,,carevue,chartevents,,,,,,,,
12294,70048,70048,,NAIL SCRAPINGS,SPECIMEN,,,hospital,microbiologyevents,,,,,,,,
4738,7646,7646,,Nailbed circulation,,,,carevue,chartevents,,,,,,,,
12987,222021,222021,,Naloxone (Narcan),Medications,mg,Naloxone (Narcan),metavision,inputevents_mv,Solution,,,,,,,
6890,41162,41162,,NaPhos,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
11496,44823,44823,,NaPhos30mmol/250NS,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
8075,43073,43073,,NaPO4,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
10341,46562,46562,,NAPO4,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
1457,4420,4420,,Narcan,,,,carevue,chartevents,,,,,,,,
1482,4477,4477,,narcan,,,,carevue,chartevents,,,,,,,,
5143,30148,30148,,Narcan,,,,carevue,inputevents_cv,,,,,,,,
4777,7757,7757,,NARCAN MG/HR,,,,carevue,chartevents,,,,,,,,
1103,3530,3530,,Narcotic Analgesic,,,,carevue,chartevents,,,,,,,,
4905,8442,8442,,Nares [Left],,,,carevue,chartevents,,,,,,,,
422,458,458,,Nares [Right],,,,carevue,chartevents,,,,,,,,
4529,7123,7123,,Nares Care,,,,carevue,chartevents,,,,,,,,
13552,224879,224879,,Nares L,GI/GU,,Nares L,metavision,,Text,,,,,,,
1104,3531,3531,,Nares Patent [Left],,,,carevue,chartevents,,,,,,,,
4979,8528,8528,,Nares Patent [Right],,,,carevue,chartevents,,,,,,,,
13022,224000,224000,,Nares R,GI/GU,,Nares R,metavision,,Text,,,,,,,
2392,8104,8104,,NAS,,,,carevue,chartevents,,,,,,,,
1842,5739,5739,,NAS assessment,,,,carevue,chartevents,,,,,,,,
1489,4490,4490,,NAS Score,,,,carevue,chartevents,,,,,,,,
2019,5927,5927,,NAS score,,,,carevue,chartevents,,,,,,,,
3197,1768,1768,,nasal cannula,,,,carevue,chartevents,,,,,,,,
13438,224666,224666,,Nasal Congestion,Toxicology,,Nasal Congestion,metavision,,Text,,,,,,,
1105,3532,3532,,Nasal Congestion,,,,carevue,chartevents,,,,,,,,
13686,225308,225308,,Nasal ETT,Intubation,,Nasal ETT,metavision,chartevents,Checkbox,,,,,,,
4756,7688,7688,,Nasal irrigant,,,,carevue,chartevents,,,,,,,,
4623,7359,7359,,nasal irrigation TID,,,,carevue,chartevents,,,,,,,,
4714,7599,7599,,nasal septum,,,,carevue,chartevents,,,,,,,,
14217,225966,225966,,Nasal Swab,6-Cultures,None,Nasal Swab,metavision,procedureevents_mv,Process,,,,,,,
1106,3536,3536,,Nasal Sx Color,,,,carevue,chartevents,,,,,,,,
1107,3537,3537,,Nasal Sx Quality,,,,carevue,chartevents,,,,,,,,
1108,3538,3538,,Nasal Sx Quantity,,,,carevue,chartevents,,,,,,,,
14428,226575,226575,,Nasogastric,Output,mL,Nasogastric,metavision,outputevents,Numeric,,,,,,,
8101,43110,43110,,Nasogastric,,,,carevue,outputevents,,,,,,,,
5815,40676,40676,,natracor,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
1286,1194,1194,,natrecor,,,,carevue,chartevents,,,,,,,,
5266,30172,30172,,Natrecor,,,,carevue,inputevents_cv,,,,,,,,
1282,1190,1190,,natrecor mcg/kg/min,,,,carevue,chartevents,,,,,,,,
4404,6852,6852,,nausea,,,,carevue,chartevents,,,,,,,,
1434,1430,1430,,Nausea and Vomiting,,,,carevue,chartevents,,,,,,,,
13237,224676,224676,,Nausea and Vomiting (CINA),Toxicology,,Nausea and Vomiting (CINA),metavision,,Text,,,,,,,
12786,223805,223805,,Nausea and Vomiting (CIWA),Toxicology,,Nausea and Vomiting,metavision,,Text,,,,,,,
4995,8551,8551,,NBP Alarm [High],,,,carevue,chartevents,,,,,,,,
1920,5817,5817,,NBP Alarm [Low],,,,carevue,chartevents,,,,,,,,
14616,227240,227240,,NBP Alarm Source,Alarms,,NBP Alarm Source,metavision,,Text,,,,,,,
420,456,456,,NBP Mean,,,,carevue,chartevents,,,,,,,,
